web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25
"1788937663-726","https://poe2db.tw/us/Keywords","Puppet Master","","","","Puppet Master is a stacking Buff which grants: 

10% increased Skill Speed with Command Skills

10% reduced Movement Speed Penalty with Command Skills

Minions deal 10% increased damage with Command Skills

Minions have 2% increased Movement Speed

Minions have 3% increased Skill Speed



Each stack has an independent duration of 8 seconds. Maximum 5 stacks.","","","","","","","","","","","","","","","","","","","",""
"1788937663-727","https://poe2db.tw/us/Keywords","Aldur's Legacies","","","","Aldur's Legacies are Augments which have taken the power of a Ezomyte Unique or Kalguuran Unique. You may not have more than one Augment of this type socketed at a time.","","","","","","","","","","","","","","","","","","","",""
"1788937663-728","https://poe2db.tw/us/Keywords","Corrupted Monsters","","","","Corrupted Monsters have an additional Corrupted Modifier.



These modifiers may increase the difficulty and reward of the Monster, or may make it easier to defeat.","","","","","","","","","","","","","","","","","","","",""
"1788937663-729","https://poe2db.tw/us/Keywords","Xesht's Fervour","","","","A skill created by Ailith that increases the Effectiveness of Monsters in Breach Hive encounters.","","","","","","","","","","","","","","","","","","","",""
"1788937663-730","https://poe2db.tw/us/Keywords","Dreamer's Sight","","","","A skill created by Ailith that creates a zone which upgrades the Rarity of Breach Monsters which enter it.



Monsters can only have their Rarity upgraded once, and can not be upgraded beyond Rare.","","","","","","","","","","","","","","","","","","","",""
"1788937663-731","https://poe2db.tw/us/Keywords","Escalating Threats","","","","Adds an additional Modifier to the area. These modifiers generally add danger and reward.



These modifiers will apply for all remaining waves in the Simulacrum.","","","","","","","","","","","","","","","","","","","",""
"1788937663-732","https://poe2db.tw/us/Keywords","Apex Predators","","","","Adds an additional Boss to the encounter. 



Additional bosses will be summoned into all remaining waves in the Simulacrum.","","","","","","","","","","","","","","","","","","","",""
"1788937663-733","https://poe2db.tw/us/Keywords","Pure Emotions","","","","Adds additional monster packs to the encounter. 



Additional monster packs will be added to all remaining waves in the Simulacrum.","","","","","","","","","","","","","","","","","","","",""
"1788937663-734","https://poe2db.tw/us/Keywords","Otherworldly Nemesis","","","","A skill created by Ailith that adds an additional Pack with a Rare Monster to each wave.","","","","","","","","","","","","","","","","","","","",""
"1788937663-735","https://poe2db.tw/us/Keywords","Dreamer's Inspiration","","","","A skill created by Ailith that creates a zone which adds a Modifier to Rare Breach Monsters which enter it.



A Rare Monster can only have one Modifier added.","","","","","","","","","","","","","","","","","","","",""
"1788937663-736","https://poe2db.tw/us/Keywords","Dreamer's Gift","","","","A skill created by Ailith that sacrifices half her life to grant players 100% increased Item Rarity in Breach Hives.","","","","","","","","","","","","","","","","","","","",""
"1788937663-737","https://poe2db.tw/us/Keywords","Dreamer's Might","","","","A skill created by Ailith that sacrifices half her life to grant players 1000% more Damage and immunity to Damage for 10 seconds.","","","","","","","","","","","","","","","","","","","",""
"1788937663-738","https://poe2db.tw/us/Keywords","Verisium Sentry","","","","Verisium Sentries are ancient remnants of Kalguuran technology found within Expeditions.



When unearthed they follow the player, adding Runic Modifiers to Monsters throughout the area.","","","","","","","","","","","","","","","","","","","",""
"1788937663-739","https://poe2db.tw/us/Keywords","Power Rune","","","","The Power Rune upgrades all other Runic Modifiers on the Remnant to a more powerful and rewarding variant.","","","","","","","","","","","","","","","","","","","",""
"1788937663-740","https://poe2db.tw/us/Keywords","Fire Rune","","","","<>{Fire Rune}

{{{Monsters gain:}}}

{Extra Fire Damage}","","","","","","","","","","","","","","","","","","","",""
"1788937663-741","https://poe2db.tw/us/Keywords","Cold Rune","","","","<>{Cold Rune}

{{{Monsters gain:}}}

{Extra Cold Damage}","","","","","","","","","","","","","","","","","","","",""
"1788937663-742","https://poe2db.tw/us/Keywords","Lightning Rune","","","","<>{Lightning Rune}

{{{Monsters gain:}}}

{Extra Lightning Damage}","","","","","","","","","","","","","","","","","","","",""
"1788937663-743","https://poe2db.tw/us/Keywords","Tempest Rune","","","","<>{Tempest Rune}

{{{Monsters gain:}}}

{Cannot be Shocked or Chilled}

{All Damage contributes to chance to Shock and Chill Magnitude}","","Chill","All Damage","Shock","","","","","","","","","","","","","","","",""
"1788937663-744","https://poe2db.tw/us/Keywords","Momentum Rune","","","","<>{Momentum Rune}

{{{Monsters gain:}}}

{Increased Movement Speed}

{Movement Speed Cannot be Slowed below base}","","","","","","","","","","","","","","","","","","","",""
"1788937663-745","https://poe2db.tw/us/Keywords","Bloodletting Rune","","","","<>{Bloodletting Rune}

{{{Monsters gain:}}}

{Life Leech}

{Cannot have Life Leeched from}

{Inflicts Corrupted Blood on Hit}","","","","","","","","","","","","","","","","","","","",""
"1788937663-746","https://poe2db.tw/us/Keywords","Stone Rune","","","","<>{Stone Rune}

{{{Monsters gain:}}}

{Armoured}

{Increased Stun Threshold}

{Earthly Prison}","","","","","","","","Armoured","","","","","","","","","","","",""
"1788937663-747","https://poe2db.tw/us/Keywords","Adaptive Rune","","","","<>{Adaptive Rune}

{{{Monsters gain:}}}

{Adaptation}","","","","","","","","","","","","","","","","","","","",""
"1788937663-748","https://poe2db.tw/us/Keywords","Arcane Rune","","","","<>{Arcane Rune}

{{{Monsters gain:}}}

{Extra Energy Shield}

{Trigger a Stunning nova when Energy Shield is depleted}","","","","","","","","","","","","","","","","","","","",""
"1788937663-749","https://poe2db.tw/us/Keywords","Toxic Rune","","","","<>{Toxic Rune}

{{{Monsters gain:}}}

{Chance to Poison on Hit}

{Chance for Toxic Volatiles on death}

{All Damage from Hits Contributes to Poison Magnitude}","","","All Damage","","","","","","","","","Poison","","","","","","","",""
"1788937663-750","https://poe2db.tw/us/Keywords","Electrocuting Rune","","","","<>{Electrocuting Rune}

{{{Monsters gain:}}}

{Extra Lightning Damage}

{Lightning Damage Electrocutes}

{Shocked Ground Trails}","","","","","","","","","","","","","","","","","","","",""
"1788937663-751","https://poe2db.tw/us/Keywords","Protective Rune","","","","<>{Protective Rune}

{{{Monsters gain:}}}

{Periodically gain Verisium Proximity Shields}","","","","","","","","","","","","","","","","","","","",""
"1788937663-752","https://poe2db.tw/us/Keywords","Cyclonic Rune","","","","<>{Cyclonic Rune}

{{{Monsters gain:}}}

{Chance to inflict Exposure on Hit}

{Armour Break on Hit}

{Wither on Hit}","","","","","","","","","","","","","","","","","","","",""
"1788937663-753","https://poe2db.tw/us/Keywords","Vision Rune","","","","<>{Vision Rune}

{{{Monsters gain:}}}

{Reflect Curses}

{Chance to Reflect Shock}

{Chance to Reflect Chill}","","","","","","","","","","","","","","","","","","","",""
"1788937663-754","https://poe2db.tw/us/Keywords","Tidal Rune","","","","<>{Tidal Rune}

{{{Remnant gains:}}}

{Conjures Tidal Waves}","","","","","","","","","","","","","","","","","","","",""
"1788937663-755","https://poe2db.tw/us/Keywords","Rebirth Rune","","","","<>{Rebirth Rune}

{{{Monsters gain:}}}

{Chance to Rebirth on death}","","","","","","","","","","","","","","","","","","","",""
"1788937663-756","https://poe2db.tw/us/Keywords","Prismatic Rune","","","","<>{Prismatic Rune}

{{{Monsters gain:}}}

{All Damage can Shock}

{All Damage can Chill}

{All Damage can Ignite}

{Increased Elemental Resistances}","","","","","","","","","","","","","","","","","","","",""
"1788937663-757","https://poe2db.tw/us/Keywords","Gasp Rune","","","","<>{Volcanic Rune}

{{{Monsters gain:}}}

{Extra Fire Damage}

{All Damage can Ignite}

{Ignited Ground Trails}","","","","","","","","","","","","","","","","","","","",""
"1788937663-758","https://poe2db.tw/us/Keywords","Moon Rune","","","","<>{Moon Rune}

{{{Remnant gains:}}}

{Conjures moon beams}","","","","","","","","","","","","","","","","","","","",""
"1788937663-759","https://poe2db.tw/us/Keywords","Celestial Rune","","","","<>{Celestial Rune}

{{{Monsters gain:}}}

{Chance for a Fire Explosion on Death}

{Chance for a Cold Explosion on Death}

{Chance for a Lightning Explosion on Death}","","","","","","","","","","","","","","","","","","","",""
"1788937663-760","https://poe2db.tw/us/Keywords","Opulent Rune","","","","<>{Opulent Rune}

{{{Monsters gain:}}}

{Increased Monster Rarity}","","","","","","","","","","","","","","","","","","","",""
"1788937663-761","https://poe2db.tw/us/Keywords","Rage Rune","","","","<>{Rage Rune}

{{{Monsters gain:}}}

{Periodically Enrage}","","","","","","","","","","","","","","","","","","","",""
"1788937663-762","https://poe2db.tw/us/Keywords","Wisdom Rune","","","","<>{Wisdom Rune}

{{{Monsters gain:}}}

{Increased Experience}","","","","","","","","","","","","","","","","","","","",""
"1788937663-763","https://poe2db.tw/us/Keywords","Sky Rune","","","","<>{Sky Rune}

{{{Remnant gains:}}}

{Conjures Elemental Tornados}","","","","","","","","","","","","","","","","","","","",""
